role,source_file,source_id,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,label
assessment,optdigits.tes,800,0,2,11,14,10,1,0,0,0,6,12,8,15,10,0,0,0,0,0,0,10,11,0,0,0,0,0,8,14,2,0,0,0,0,0,7,16,15,1,0,0,0,0,0,2,13,8,0,0,2,5,1,2,12,7,0,0,1,12,16,16,10,0,0,3
assessment,optdigits.tes,1691,0,4,13,16,16,7,0,0,0,8,12,16,16,13,0,0,0,0,9,16,16,3,0,0,0,0,15,16,6,0,0,0,0,0,10,11,9,2,0,0,0,0,1,7,15,13,2,0,0,0,3,4,7,16,10,0,0,2,11,15,11,8,2,0,3
assessment,optdigits.tes,963,0,0,8,12,13,5,0,0,0,4,13,4,9,11,0,0,0,0,0,6,13,4,0,0,0,0,0,10,15,4,0,0,0,0,0,0,4,15,2,0,0,7,8,0,0,12,7,0,0,8,9,1,3,16,3,0,0,0,10,16,16,6,0,0,3
assessment,optdigits.tes,736,0,0,6,9,11,9,0,0,0,13,16,15,15,15,0,0,0,4,5,2,15,6,0,0,0,0,0,3,15,6,0,0,0,0,0,0,6,15,6,0,0,0,0,0,0,5,12,0,0,0,0,5,13,16,9,0,0,0,3,13,12,7,1,0,3
assessment,optdigits.tes,1203,0,2,10,15,16,16,14,0,0,7,11,4,6,15,9,0,0,0,0,6,15,12,0,0,0,0,3,16,9,0,0,0,0,0,5,16,8,0,0,0,0,0,0,11,15,2,0,0,0,0,1,6,16,2,0,0,0,1,16,16,6,0,0,0,3
assessment,optdigits.tes,1043,0,0,7,13,16,5,0,0,0,6,15,7,6,14,0,0,0,9,5,1,10,9,0,0,0,0,0,8,16,5,0,0,0,0,0,1,6,15,1,0,0,0,0,0,0,1,12,0,0,0,4,5,2,5,13,0,0,0,6,12,16,14,5,0,3
assessment,optdigits.tes,1671,0,1,6,12,15,5,0,0,0,7,14,14,16,7,0,0,0,0,2,14,10,0,0,0,0,0,11,16,2,0,0,0,0,0,2,11,16,12,0,0,0,0,0,0,4,14,7,0,0,0,2,4,5,14,7,0,0,0,6,16,14,8,0,0,3
fit,optdigits.tra,432,0,0,0,2,12,3,0,0,0,0,0,9,11,0,0,0,0,0,2,15,6,6,7,0,0,0,13,7,0,16,3,0,0,7,15,3,2,16,2,0,0,13,16,16,16,13,1,0,0,1,4,5,16,6,0,0,0,0,0,4,16,3,0,0,4
fit,optdigits.tra,3283,0,0,0,1,14,10,0,0,0,0,0,9,15,2,0,0,0,0,1,14,5,0,2,0,0,0,11,9,0,8,14,0,0,7,14,0,0,14,10,0,4,16,15,11,9,16,4,0,1,12,14,16,16,12,0,0,0,0,0,0,14,6,0,0,4
fit,optdigits.tra,1028,0,0,0,2,14,5,1,0,0,0,1,12,13,1,15,4,0,0,9,15,2,6,16,2,0,7,16,13,8,14,12,0,0,9,16,16,16,16,10,0,0,0,0,3,11,15,1,0,0,0,0,0,14,10,0,0,0,0,0,2,16,4,0,0,4
fit,optdigits.tra,3675,0,0,0,13,6,2,0,0,0,0,2,16,8,16,3,0,0,1,14,13,12,16,0,0,0,9,16,16,16,16,10,0,0,3,12,14,16,13,6,0,0,0,0,8,16,1,0,0,0,0,0,11,10,0,0,0,0,0,0,13,7,0,0,0,4
fit,optdigits.tra,2815,0,0,0,1,15,10,0,0,0,0,0,9,16,4,0,0,0,0,1,15,12,0,0,0,0,0,9,16,3,0,0,0,0,1,15,10,0,15,11,0,0,8,16,16,16,16,8,0,0,0,4,8,16,12,0,0,0,0,0,4,16,7,0,0,4
fit,optdigits.tra,2559,0,0,0,4,8,0,0,0,0,0,0,11,8,0,0,0,0,0,0,13,6,0,0,0,0,0,2,15,2,3,0,0,0,0,11,10,4,16,2,0,0,11,14,0,9,16,2,0,0,9,15,12,15,16,0,0,0,0,2,6,15,6,0,0,4
fit,optdigits.tra,169,0,0,0,3,16,3,0,0,0,0,0,9,16,2,0,0,0,0,2,14,9,5,6,0,0,0,8,15,2,15,12,0,0,4,16,6,3,16,5,0,0,11,16,13,16,16,8,0,0,5,11,13,16,10,1,0,0,0,0,4,16,7,0,0,4
fit,optdigits.tra,1604,0,0,0,4,15,0,0,0,0,0,2,13,12,0,3,0,0,0,11,15,2,6,16,0,0,8,16,12,8,15,12,0,0,7,16,16,16,16,7,0,0,0,4,7,14,13,0,0,0,0,0,1,16,9,0,0,0,0,0,3,16,3,0,0,4
fit,optdigits.tra,2694,0,0,0,0,10,9,0,0,0,0,0,5,15,3,0,0,0,0,3,16,6,2,1,0,0,0,13,9,0,11,6,0,0,6,16,1,1,16,4,0,0,8,16,14,14,16,4,0,0,1,6,7,15,13,0,0,0,0,0,0,10,9,0,0,4
fit,optdigits.tra,523,0,0,0,3,15,1,0,0,0,0,0,7,14,0,0,0,0,0,0,12,10,0,0,0,0,0,3,15,3,0,0,0,0,0,11,14,8,6,0,0,0,5,16,11,16,11,0,0,1,13,16,16,16,16,4,0,0,4,4,7,16,5,0,0,4
fit,optdigits.tra,2549,0,0,0,1,15,11,0,0,0,0,0,6,16,6,0,0,0,0,0,13,14,1,0,0,0,0,8,15,5,9,4,0,0,7,16,8,6,16,7,0,0,13,16,16,16,16,5,0,0,0,0,7,15,15,0,0,0,0,0,1,16,10,0,0,4
fit,optdigits.tra,1309,0,0,0,4,13,13,0,0,0,0,3,16,14,3,0,0,0,1,15,11,1,1,0,0,0,10,15,0,0,11,9,0,0,7,15,9,9,16,6,0,0,0,4,8,16,15,1,0,0,0,0,2,16,7,0,0,0,0,0,3,16,1,0,0,4
fit,optdigits.tra,1344,0,0,0,5,16,4,0,0,0,0,0,13,15,1,0,0,0,0,10,16,3,2,0,0,0,5,16,9,0,13,10,0,0,12,16,6,6,16,6,0,0,1,15,16,16,16,1,0,0,0,0,4,16,11,0,0,0,0,0,4,16,11,0,0,4
fit,optdigits.tra,479,0,0,0,7,15,6,0,0,0,0,7,16,4,1,3,0,0,2,16,10,0,14,13,0,0,6,16,7,4,16,8,0,0,6,16,16,14,16,6,0,0,1,7,9,16,13,0,0,0,0,0,4,16,7,0,0,0,0,0,10,12,0,0,0,4
fit,optdigits.tra,2279,0,0,0,3,14,0,0,0,0,0,1,14,12,8,2,0,0,0,9,15,6,16,4,0,0,3,16,14,12,16,5,0,0,3,13,16,16,16,8,0,0,0,0,0,16,11,1,0,0,0,0,2,16,4,0,0,0,0,0,3,12,4,0,0,4
fit,optdigits.tra,2135,0,0,0,9,7,0,0,0,0,0,2,16,2,5,1,0,0,0,9,8,3,15,1,0,0,3,14,1,8,12,0,0,0,6,16,12,16,16,5,0,0,8,15,13,16,9,0,0,0,0,0,5,14,0,0,0,0,0,0,10,7,0,0,0,4
fit,optdigits.tra,2595,0,0,0,9,12,0,0,0,0,0,1,14,12,0,0,0,0,0,11,13,0,6,8,0,0,4,16,4,2,15,7,0,0,10,14,4,11,14,1,0,0,3,14,16,16,6,0,0,0,0,0,10,14,0,0,0,0,0,0,10,10,0,0,0,4
fit,optdigits.tra,1176,0,0,0,2,15,3,0,0,0,0,0,8,14,0,0,0,0,0,0,12,8,2,4,0,0,0,4,15,2,15,8,0,0,4,13,14,9,16,6,0,3,16,16,16,16,14,0,0,1,6,4,4,13,9,0,0,0,0,0,3,16,4,0,0,4
fit,optdigits.tra,2195,0,0,0,4,14,0,0,0,0,0,0,12,12,0,0,0,0,0,1,16,9,0,0,0,0,0,10,16,7,13,0,0,0,3,16,9,9,16,0,0,0,14,16,13,15,16,5,0,0,5,13,14,16,15,3,0,0,0,0,3,16,10,0,0,4
fit,optdigits.tra,755,0,0,0,13,8,0,0,0,0,0,11,13,3,0,0,0,0,2,16,5,0,4,2,0,0,7,14,1,5,16,5,0,0,6,15,12,16,11,0,0,0,0,6,11,16,1,0,0,0,0,0,8,13,0,0,0,0,0,0,15,7,0,0,0,4
fit,optdigits.tra,2554,0,0,0,7,16,0,0,0,0,0,0,16,11,0,0,0,0,0,6,16,6,0,0,0,0,0,14,13,0,11,7,0,0,11,16,2,8,16,1,0,5,16,16,16,16,14,0,0,0,4,9,14,16,7,0,0,0,0,0,9,15,1,0,0,4
fit,optdigits.tra,496,0,0,0,3,14,7,0,0,0,0,0,12,12,0,3,8,0,0,9,14,0,2,16,6,0,4,16,2,0,10,14,0,1,15,8,3,8,16,4,0,7,16,16,16,16,12,0,0,2,9,5,2,15,3,0,0,0,0,0,5,14,0,0,0,4
fit,optdigits.tra,2802,0,0,0,12,12,0,0,0,0,0,2,16,10,0,0,0,0,0,9,16,6,0,0,0,0,3,16,11,3,12,2,0,0,12,16,16,16,16,7,0,0,3,8,13,16,13,1,0,0,0,0,9,16,9,0,0,0,0,0,11,16,5,0,0,4
fit,optdigits.tra,2658,0,0,0,3,15,1,0,0,0,0,0,12,11,1,5,0,0,0,6,16,2,6,16,0,0,3,16,7,0,16,6,0,0,10,16,12,14,16,5,0,0,11,14,12,16,13,1,0,0,0,0,0,16,6,0,0,0,0,0,5,14,2,0,0,4
fit,optdigits.tra,820,0,0,0,6,14,1,0,0,0,0,0,13,7,0,0,0,0,0,6,14,2,0,6,0,0,1,14,5,0,9,15,0,0,9,14,0,2,16,6,0,1,15,15,12,14,15,3,0,1,12,12,10,16,4,0,0,0,0,0,7,13,0,0,0,4
fit,optdigits.tra,889,0,0,0,6,16,2,0,0,0,0,0,12,13,0,0,0,0,0,8,15,2,0,0,0,0,3,16,8,1,11,7,0,0,14,16,16,16,16,10,0,0,5,12,12,16,16,4,0,0,0,0,3,16,9,0,0,0,0,0,7,16,5,0,0,4
fit,optdigits.tra,1554,0,0,0,2,13,2,0,0,0,0,0,14,10,0,0,0,0,0,11,10,0,10,4,0,0,4,16,3,1,14,3,0,0,6,16,16,16,16,5,0,0,0,5,8,14,11,1,0,0,0,0,0,15,2,0,0,0,0,0,1,13,0,0,0,4
fit,optdigits.tra,3243,0,0,0,10,15,0,0,0,0,0,8,15,5,7,11,0,0,2,16,6,0,13,11,0,0,10,16,3,6,16,3,0,0,4,16,16,16,16,8,0,0,0,4,12,16,3,0,0,0,0,0,10,15,0,0,0,0,0,0,12,10,0,0,0,4
fit,optdigits.tra,294,0,0,0,12,12,0,0,0,0,0,9,16,9,0,0,0,0,3,16,14,5,5,2,0,0,6,16,16,16,16,9,0,0,0,5,8,13,16,6,0,0,0,0,1,15,16,2,0,0,0,0,5,16,11,0,0,0,0,0,11,16,9,0,0,4
fit,optdigits.tra,2678,0,0,0,0,8,11,0,0,0,0,0,2,14,6,0,0,0,0,0,11,9,2,3,0,0,0,9,12,1,11,9,0,0,4,16,6,0,13,5,0,0,8,16,16,16,16,0,0,0,0,0,3,8,15,0,0,0,0,0,0,6,12,0,0,4
fit,optdigits.tra,128,0,0,0,2,14,8,0,0,0,0,0,8,14,2,6,0,0,0,3,15,7,6,16,2,0,1,13,12,1,12,11,0,0,11,16,16,16,16,10,0,0,5,10,8,13,15,3,0,0,0,0,0,14,12,0,0,0,0,0,4,16,7,0,0,4
fit,optdigits.tra,3314,0,0,0,1,14,8,0,0,0,0,0,12,14,2,0,0,0,0,7,16,4,0,0,0,0,5,16,11,3,10,5,0,0,11,16,16,16,16,6,0,0,7,12,11,16,13,1,0,0,0,0,5,16,10,0,0,0,0,0,2,16,9,0,0,4
fit,optdigits.tra,830,0,0,0,0,15,11,0,0,0,0,0,1,16,8,0,0,0,0,0,12,13,1,0,0,0,0,7,15,2,12,3,0,0,1,15,7,2,16,4,0,0,10,16,11,11,16,3,0,0,15,12,12,15,16,5,0,0,0,0,0,13,7,0,0,4
fit,optdigits.tra,1426,0,1,15,8,0,1,2,0,0,8,16,8,0,12,15,0,0,7,16,11,10,16,7,0,0,2,15,16,16,16,2,0,0,0,2,12,16,9,0,0,0,0,1,16,12,0,0,0,0,0,10,15,1,0,0,0,0,0,12,11,0,0,0,0,4
fit,optdigits.tra,1650,0,0,0,14,4,5,1,0,0,0,6,13,1,15,5,0,0,0,12,7,2,16,2,0,0,7,15,6,10,16,6,0,0,12,16,16,16,13,6,0,0,2,7,8,15,3,0,0,0,0,0,8,10,0,0,0,0,0,0,16,4,0,0,0,4
fit,optdigits.tra,369,0,0,0,0,13,6,0,0,0,0,1,10,13,3,0,0,0,0,5,16,5,0,0,0,0,2,15,9,0,1,0,0,0,7,16,1,5,16,6,0,0,8,16,12,16,14,0,0,0,2,11,13,16,12,0,0,0,0,0,1,14,5,0,0,4
fit,optdigits.tra,342,0,0,0,2,14,1,0,0,0,0,0,10,12,0,0,0,0,0,8,15,1,2,1,0,0,3,15,5,0,12,7,0,0,10,14,0,6,16,2,0,0,8,16,16,16,12,0,0,0,0,2,4,16,5,0,0,0,0,0,2,13,0,0,0,4
fit,optdigits.tra,2625,0,1,15,10,0,0,0,0,0,7,16,5,1,13,6,0,0,9,16,3,9,16,4,0,0,3,15,16,16,11,0,0,0,0,2,14,15,3,0,0,0,0,3,16,8,0,0,0,0,0,12,15,0,0,0,0,0,1,16,5,0,0,0,0,4
fit,optdigits.tra,2603,0,0,5,16,1,0,0,0,0,0,11,11,0,0,6,5,0,0,14,7,0,2,15,6,0,3,16,10,1,12,12,0,0,0,14,16,16,16,4,0,0,0,1,11,16,7,0,0,0,0,0,13,10,0,0,0,0,0,7,15,1,0,0,0,4
fit,optdigits.tra,40,0,0,0,2,10,16,12,2,0,0,2,14,12,7,16,3,0,3,15,15,4,10,15,0,0,6,16,16,16,16,14,0,0,0,3,3,4,16,6,0,0,0,0,0,6,16,2,0,0,0,0,0,10,14,0,0,0,0,0,0,14,9,0,0,4
fit,optdigits.tra,2773,0,0,0,12,16,0,0,0,0,0,3,16,13,0,0,0,0,1,11,15,1,2,6,0,0,6,16,6,1,13,13,0,0,5,16,14,12,16,5,0,0,0,7,14,16,7,0,0,0,0,0,11,13,0,0,0,0,0,0,15,8,0,0,0,4
fit,optdigits.tra,2281,0,0,0,2,16,2,0,0,0,0,0,9,13,0,2,0,0,0,4,16,5,11,11,0,0,0,12,13,3,14,10,0,0,5,16,14,13,16,5,0,0,15,16,16,16,16,8,0,0,3,4,2,12,13,1,0,0,0,0,1,16,7,0,0,4
fit,optdigits.tra,1148,0,0,0,5,4,1,0,0,0,0,0,14,8,12,0,0,0,0,4,13,4,12,0,0,0,0,12,5,7,9,0,0,0,2,16,4,13,16,7,0,0,10,16,16,16,11,1,0,0,5,6,7,15,0,0,0,0,0,0,7,7,0,0,0,4
fit,optdigits.tra,1805,0,0,0,7,15,0,0,0,0,0,7,16,10,0,0,0,0,1,16,9,0,12,8,0,0,9,14,1,5,16,7,0,0,8,15,8,12,16,9,0,0,3,15,16,16,11,1,0,0,0,0,7,16,1,0,0,0,0,0,7,13,0,0,0,4
fit,optdigits.tra,2032,0,0,0,0,12,3,0,0,0,0,0,2,15,0,0,0,0,0,0,9,9,0,0,0,0,0,3,15,0,3,10,0,0,1,14,3,0,14,6,0,0,10,16,15,13,16,1,0,0,9,10,8,14,11,0,0,0,0,0,0,12,2,0,0,4
fit,optdigits.tra,2014,0,0,0,5,13,0,0,0,0,0,0,14,6,0,0,0,0,0,9,13,0,2,0,0,0,1,16,4,5,14,0,0,0,9,14,0,7,10,0,0,0,10,16,12,14,14,0,0,0,2,8,12,15,1,0,0,0,0,0,4,11,0,0,0,4
fit,optdigits.tra,2297,0,0,6,15,1,0,0,0,0,2,16,7,0,0,0,0,0,8,15,0,0,7,3,0,0,11,13,4,8,16,5,0,0,5,16,16,16,10,0,0,0,0,1,14,15,0,0,0,0,0,4,16,6,0,0,0,0,0,10,13,0,0,0,0,4
fit,optdigits.tra,1518,0,0,0,4,13,2,0,0,0,0,0,14,8,0,0,0,0,0,5,14,0,9,7,0,0,2,16,3,5,16,5,0,0,7,14,0,12,13,0,0,0,7,16,13,15,11,0,0,0,0,5,13,16,16,2,0,0,0,0,3,14,2,0,0,4
fit,optdigits.tra,3659,0,0,0,1,13,10,0,0,0,0,0,10,15,3,0,0,0,0,7,16,6,1,14,1,0,3,16,8,0,9,15,0,0,14,16,16,12,16,10,0,0,6,13,16,16,16,6,0,0,0,0,0,14,12,0,0,0,0,0,2,15,3,0,0,4
fit,optdigits.tra,1766,0,0,1,11,13,0,0,0,0,0,5,16,3,0,0,0,0,1,15,9,0,0,0,0,0,6,15,1,0,4,6,0,0,9,16,11,9,16,8,0,0,1,9,12,16,12,1,0,0,0,0,4,16,4,0,0,0,0,0,14,11,0,0,0,4
validation,optdigits.tra,470,0,0,0,2,15,5,0,0,0,0,0,10,14,0,3,0,0,0,3,16,3,6,16,2,0,1,14,8,0,14,10,0,1,12,14,8,11,16,5,0,5,16,16,15,16,11,1,0,1,3,0,1,16,6,0,0,0,0,0,5,15,1,0,0,4
validation,optdigits.tra,1959,0,0,0,1,13,12,3,0,0,0,6,13,11,12,10,0,0,6,16,11,4,13,7,0,0,8,16,16,16,16,10,0,0,0,4,4,7,16,5,0,0,0,0,0,12,8,0,0,0,0,0,0,13,7,0,0,0,0,0,0,15,4,0,0,4
validation,optdigits.tra,3349,0,0,0,7,5,0,1,0,0,0,5,13,1,0,14,4,0,1,16,3,0,9,7,0,0,3,16,7,4,16,3,0,0,2,15,16,16,14,4,0,0,0,0,0,14,6,0,0,0,0,0,3,16,1,0,0,0,0,0,8,7,0,0,0,4
validation,optdigits.tra,2886,0,0,0,0,6,11,0,0,0,0,0,3,15,12,0,0,0,0,5,14,10,12,0,0,0,2,15,6,5,9,0,0,0,6,15,12,15,16,8,0,0,1,8,8,12,12,2,0,0,0,0,0,8,8,0,0,0,0,0,0,5,11,0,0,4
validation,optdigits.tra,2236,0,0,0,11,11,0,0,0,0,0,0,14,11,0,0,0,0,1,12,15,2,0,0,0,0,8,16,8,11,6,2,0,0,5,15,16,16,16,11,0,0,0,1,9,16,7,1,0,0,0,0,8,16,3,0,0,0,0,0,9,16,1,0,0,4
validation,optdigits.tra,2394,0,0,0,0,13,5,0,0,0,0,0,8,15,2,2,0,0,0,9,15,5,13,7,0,0,5,16,6,2,16,4,0,0,11,16,15,11,16,3,0,0,3,12,13,15,15,8,0,0,0,0,0,12,9,0,0,0,0,0,0,10,9,0,0,4
validation,optdigits.tra,3749,0,0,0,9,10,0,0,0,0,0,2,16,4,0,0,0,0,0,11,12,0,0,0,0,0,3,16,4,0,6,1,0,0,9,16,3,9,16,4,0,0,9,16,16,16,10,0,0,0,0,4,9,15,2,0,0,0,0,0,8,13,0,0,0,4
validation,optdigits.tra,1222,0,0,0,9,14,0,0,0,0,0,0,13,11,0,4,0,0,0,2,16,6,6,15,0,0,0,9,14,0,14,10,0,0,12,16,14,13,15,1,0,0,11,14,14,16,12,0,0,0,0,0,7,16,5,0,0,0,0,0,14,13,0,0,0,4
validation,optdigits.tra,1555,0,0,0,1,15,5,0,0,0,0,0,11,15,0,7,1,0,0,8,15,2,5,16,0,0,3,15,8,4,12,11,0,0,10,16,16,16,16,7,0,0,2,8,8,13,16,1,0,0,0,0,0,14,10,0,0,0,0,0,2,14,3,0,0,4
validation,optdigits.tra,84,0,0,0,4,16,4,0,0,0,0,0,14,14,2,0,0,0,0,7,16,5,1,3,0,0,4,16,11,1,13,11,0,0,13,16,13,13,16,8,0,0,9,16,16,16,16,4,0,0,0,0,4,16,7,0,0,0,0,0,5,16,9,0,0,4
validation,optdigits.tra,68,0,0,0,0,11,2,0,0,0,0,0,8,12,0,0,0,0,0,2,15,4,4,8,0,0,1,13,8,0,10,10,0,0,9,16,8,9,16,7,0,0,6,12,12,13,14,1,0,0,0,0,0,14,8,0,0,0,0,0,3,16,4,0,0,4
validation,optdigits.tra,3419,0,0,0,3,12,2,0,0,0,0,0,12,12,0,0,0,0,0,6,16,4,8,13,0,0,1,15,8,1,15,8,0,0,6,16,14,13,16,1,0,0,2,4,10,16,10,0,0,0,0,0,5,16,2,0,0,0,0,0,3,10,0,0,0,4
validation,optdigits.tra,1080,0,0,0,6,7,0,0,0,0,0,2,15,6,0,0,0,0,0,10,11,1,1,0,0,0,4,16,5,10,9,0,0,0,8,16,16,16,15,2,0,0,1,4,7,16,10,0,0,0,0,0,5,16,1,0,0,0,0,0,9,11,0,0,0,4
validation,optdigits.tra,3768,0,0,0,6,16,3,0,0,0,0,2,15,10,11,5,0,0,0,13,9,4,16,3,0,0,4,15,4,9,16,3,0,0,11,15,12,16,16,10,0,0,5,15,14,16,9,0,0,0,0,0,7,13,1,0,0,0,0,0,9,9,0,0,0,4
validation,optdigits.tra,2333,0,0,14,9,0,0,0,0,0,0,8,16,0,0,0,0,0,0,8,12,0,2,1,0,0,0,12,8,0,13,9,0,0,1,16,4,0,16,8,0,0,5,16,0,0,15,6,0,0,8,16,16,16,16,12,0,0,1,8,8,8,13,7,0,4
assessment,optdigits.tes,1409,0,0,0,2,14,5,0,0,0,0,1,11,11,0,0,0,0,0,7,14,1,0,0,0,0,5,16,3,4,6,2,0,0,14,16,14,16,16,10,0,0,9,12,7,8,16,4,0,0,0,0,0,13,12,0,0,0,0,0,3,15,6,0,0,4
assessment,optdigits.tes,125,0,0,0,8,14,0,0,0,0,0,5,16,11,0,0,0,0,1,15,14,1,6,0,0,0,7,16,5,3,16,8,0,0,8,16,8,14,16,2,0,0,0,6,14,16,11,0,0,0,0,0,6,16,4,0,0,0,0,0,10,15,0,0,0,4
assessment,optdigits.tes,98,0,0,0,3,14,1,0,0,0,0,0,13,12,1,0,0,0,0,7,16,5,3,0,0,0,3,15,11,5,16,2,0,0,5,16,11,11,16,6,0,0,0,6,12,16,13,3,0,0,0,0,1,15,7,0,0,0,0,0,2,16,7,0,0,4
assessment,optdigits.tes,638,0,0,3,15,2,0,0,0,0,0,12,12,1,7,0,0,0,2,16,4,9,13,0,0,0,8,11,6,16,1,2,0,0,12,10,12,14,12,11,0,0,11,16,16,14,7,1,0,0,1,7,16,0,0,0,0,0,0,5,16,1,0,0,0,4
assessment,optdigits.tes,498,0,0,0,2,14,0,0,0,0,0,0,10,9,0,0,0,0,0,1,15,8,11,0,0,0,0,12,7,12,8,0,0,0,5,16,12,15,14,5,0,0,8,13,9,16,13,3,0,0,0,0,0,16,4,0,0,0,0,0,0,16,6,0,0,4
assessment,optdigits.tes,1282,0,0,2,14,13,0,0,0,0,0,14,15,3,0,0,0,0,6,16,2,1,5,0,0,0,10,13,0,5,16,2,0,0,7,16,9,12,16,11,0,0,0,5,12,16,10,2,0,0,0,0,12,12,1,0,0,0,0,0,16,5,0,0,0,4
assessment,optdigits.tes,1420,0,0,3,16,0,0,0,0,0,0,10,10,0,0,0,0,0,1,16,3,13,5,0,0,0,8,13,1,16,7,6,0,0,14,13,9,16,16,10,0,0,11,16,16,14,9,3,0,0,1,4,16,8,0,0,0,0,0,2,16,6,0,0,0,4
assessment,optdigits.tes,864,0,0,0,1,15,4,0,0,0,0,1,13,14,1,0,0,0,0,9,15,5,7,7,0,0,4,16,6,1,16,8,0,0,14,15,0,6,16,2,0,0,11,16,13,14,16,4,0,0,0,5,8,15,14,1,0,0,0,0,0,15,12,0,0,4
assessment,optdigits.tes,1044,0,0,0,6,15,1,0,0,0,0,5,16,10,0,8,6,0,2,16,11,0,9,16,6,0,8,16,14,14,16,13,1,0,6,12,12,12,16,3,0,0,0,0,0,13,11,0,0,0,0,0,6,16,5,0,0,0,0,0,10,14,0,0,0,4
assessment,optdigits.tes,1398,0,0,0,1,11,12,0,0,0,0,0,9,13,1,0,0,0,0,8,15,3,0,0,0,0,2,16,6,1,5,2,0,0,12,13,8,13,16,9,0,0,16,16,13,11,16,6,0,0,3,4,0,11,14,0,0,0,0,0,1,16,12,0,0,4
assessment,optdigits.tes,1012,0,0,0,6,16,0,0,0,0,0,0,12,13,0,0,0,0,0,5,15,3,6,15,0,0,1,14,11,0,13,13,0,0,10,16,13,12,16,5,0,0,11,12,12,16,14,2,0,0,0,0,3,16,9,0,0,0,0,0,8,16,3,0,0,4
assessment,optdigits.tes,69,0,0,0,9,9,0,0,0,0,0,3,16,9,0,0,0,0,3,14,10,0,2,0,0,0,10,16,5,7,15,1,0,0,2,11,15,16,13,1,0,0,0,0,7,16,3,0,0,0,0,0,6,15,0,0,0,0,0,0,4,16,5,0,0,4
assessment,optdigits.tes,321,0,0,1,14,8,0,0,0,0,0,8,16,4,0,0,0,0,1,16,9,0,1,5,0,0,8,16,5,1,12,15,0,0,10,16,12,11,16,6,0,0,3,14,16,16,8,0,0,0,0,0,11,16,1,0,0,0,0,0,13,14,0,0,0,4
assessment,optdigits.tes,1662,0,0,0,11,8,0,0,0,0,0,6,15,2,0,0,0,0,0,13,8,0,4,7,0,0,5,16,2,2,13,9,0,0,10,15,12,15,14,1,0,0,6,16,9,16,5,0,0,0,0,0,6,14,1,0,0,0,0,0,14,7,0,0,0,4
assessment,optdigits.tes,474,0,0,0,0,7,6,0,0,0,0,0,6,15,6,0,0,0,0,1,15,5,14,3,0,0,0,12,8,4,16,0,0,0,5,16,9,10,16,4,0,0,1,11,12,14,14,4,0,0,0,0,0,8,8,0,0,0,0,0,0,11,7,0,0,4
assessment,optdigits.tes,1356,0,0,0,4,14,2,0,0,0,0,1,15,7,0,0,0,0,0,8,14,0,2,8,0,0,1,15,5,0,10,11,0,0,6,14,1,6,16,5,0,0,12,16,16,16,14,2,0,0,3,12,13,16,3,0,0,0,0,0,6,10,0,0,0,4
assessment,optdigits.tes,1768,0,0,0,2,16,1,0,0,0,0,0,9,12,0,0,0,0,0,4,15,9,0,0,0,0,4,16,12,0,9,12,0,0,9,16,16,16,16,10,0,0,1,6,10,14,16,4,0,0,0,0,0,14,14,0,0,0,0,0,3,16,7,0,0,4
assessment,optdigits.tes,711,0,0,0,6,15,1,0,0,0,0,3,16,9,15,3,0,0,1,15,7,5,15,0,0,0,9,16,4,11,14,10,0,0,9,16,16,16,16,9,0,0,0,2,4,16,2,0,0,0,0,0,6,14,0,0,0,0,0,0,7,10,0,0,0,4
assessment,optdigits.tes,1385,0,0,0,0,12,10,0,0,0,0,0,11,16,3,0,0,0,0,4,15,4,0,0,0,0,0,12,10,0,8,10,0,0,6,15,1,1,15,8,0,0,7,16,8,10,16,7,0,0,4,15,16,16,13,0,0,0,0,0,0,12,9,0,0,4
assessment,optdigits.tes,112,0,0,1,10,9,0,0,0,0,0,9,15,4,0,0,0,0,1,16,5,0,0,0,0,0,4,16,1,4,14,4,0,0,4,16,12,14,16,5,0,0,0,1,7,16,9,0,0,0,0,0,2,16,4,0,0,0,0,0,10,13,0,0,0,4
assessment,optdigits.tes,581,0,0,0,12,10,0,0,0,0,0,4,16,5,0,0,0,0,0,15,7,2,14,1,0,0,6,16,2,9,16,11,0,0,9,14,9,16,15,6,0,0,5,16,16,16,1,0,0,0,0,2,11,13,0,0,0,0,0,0,12,13,0,0,0,4
assessment,optdigits.tes,344,0,0,2,13,13,0,0,0,0,0,9,16,6,0,0,0,0,0,14,16,2,0,4,0,0,5,16,10,1,13,15,0,0,7,16,16,16,16,4,0,0,0,8,15,16,8,0,0,0,0,0,14,10,0,0,0,0,0,1,16,11,0,0,0,4
