direct_adc,abdomen1_adc,abdomen2_adc,abdomen3_adc,abdomen4_adc
-93,56,-90,-66,-127
-216,29,-132,-100,-172
-336,5,-157,-126,-197
-445,-14,-164,-138,-202
-531,-25,-155,-134,-191
-583,-27,-138,-118,-174
-600,-21,-118,-94,-156
-582,-10,-101,-70,-143
-538,6,-88,-50,-131
-474,24,-78,-36,-120
-401,39,-71,-28,-107
-328,49,-63,-24,-92
-263,52,-55,-23,-80
-216,48,-46,-26,-72
-187,42,-41,-30,-68
-173,36,-38,-35,-67
-166,33,-38,-37,-65
-157,34,-38,-36,-61
-142,39,-37,-32,-56
-119,45,-34,-27,-53
-93,50,-28,-26,-53
-70,54,-21,-28,-56
-53,55,-14,-34,-62
-44,53,-9,-39,-67
-42,50,-7,-41,-69
-45,46,-9,-40,-70
-52,43,-14,-37,-69
-61,42,-21,-35,-67
-71,43,-28,-36,-64
-80,45,-32,-38,-59
-88,46,-32,-40,-54
-96,45,-26,-41,-49
-105,44,-15,-40,-46
-115,44,-1,-37,-45
-125,47,15,-32,-47
-131,54,29,-27,-49
-128,61,40,-22,-50
-117,67,46,-19,-50
-99,70,45,-17,-49
-83,69,38,-16,-50
-73,65,27,-16,-52
-73,61,16,-16,-55
-80,58,7,-19,-57
-90,55,3,-24,-57
-97,53,4,-31,-54
-98,50,6,-40,-51
-94,47,8,-48,-50
-88,44,8,-53,-54
-83,39,6,-55,-62
-80,33,3,-53,-70
-79,27,1,-50,-76
-79,23,2,-48,-76
-81,22,5,-47,-73
-87,22,8,-47,-71
-97,22,7,-49,-73
-105,19,1,-53,-80
-105,14,-9,-59,-90
-92,7,-20,-66,-98
-67,0,-27,-72,-99
-40,-1,-27,-74,-92
-23,3,-19,-69,-78
-26,13,-6,-58,-63
-48,26,7,-46,-52
-76,37,16,-35,-48
-95,44,19,-31,-52
-97,44,16,-33,-61
-84,40,10,-38,-70
-67,32,5,-42,-75
-56,25,3,-43,-75
-57,21,4,-38,-71
-63,19,7,-29,-66
-67,19,8,-19,-64
-64,19,4,-11,-66
-57,18,-6,-5,-71
-52,14,-22,-4,-78
-54,9,-41,-6,-82
-58,4,-60,-10,-81
-59,-1,-75,-16,-76
-51,-3,-83,-22,-68
-34,0,-83,-25,-61
-19,6,-77,-26,-56
-14,17,-67,-23,-53
-24,31,-54,-19,-50
-43,44,-42,-15,-47
-63,55,-35,-12,-44
-76,61,-36,-12,-41
-83,63,-45,-13,-40
-87,65,-58,-14,-40
-94,69,-69,-13,-41
-100,75,-71,-8,-40
-101,83,-61,-2,-37
-90,88,-45,2,-33
-67,87,-29,2,-32
-37,80,-22,-6,-38
-13,67,-27,-19,-51
-4,53,-42,-33,-68
-12,41,-60,-45,-83
-33,32,-73,-51,-91
-59,27,-77,-52,-89
-81,23,-72,-50,-78
-93,21,-63,-50,-63
-93,19,-53,-51,-50
-80,19,-44,-52,-42
-60,20,-39,-52,-42
-41,21,-36,-47,-45
-32,23,-35,-40,-48
-37,25,-36,-31,-49
-55,27,-39,-25,-46
-78,30,-41,-22,-41
-95,32,-43,-21,-38
-99,34,-44,-19,-38
-91,34,-45,-15,-40
-78,32,-46,-8,-42
-67,30,-49,-2,-41
-59,30,-54,0,-37
-53,33,-58,-3,-31
-46,37,-62,-10,-27
-38,39,-63,-19,-26
-37,39,-63,-25,-29
-46,34,-64,-30,-33
-66,28,-66,-32,-33
-86,23,-68,-35,-28
-96,22,-69,-38,-19
-88,26,-67,-40,-11
-66,33,-61,-41,-8
-43,38,-53,-39,-12
-32,39,-46,-36,-19
-38,36,-41,-33,-26
-53,32,-38,-31,-26
-66,30,-35,-28,-20
-66,32,-29,-23,-10
-52,39,-20,-14,-1
-31,46,-9,-2,1
-14,50,0,9,-4
-9,51,6,16,-12
-18,48,7,16,-18
-37,45,5,12,-19
-59,44,4,6,-15
-76,46,3,3,-9
-81,50,3,4,-4
-72,52,3,8,-3
-54,53,0,12,-5
-35,53,-5,14,-8
-28,52,-11,14,-9
-40,53,-15,14,-8
-66,54,-16,13,-6
-98,55,-14,12,-6
-120,54,-10,8,-10
-124,51,-8,2,-17
-112,47,-9,-4,-25
-94,43,-14,-6,-30
-82,42,-22,0,-28
-82,42,-30,12,-20
-92,43,-35,28,-6
-104,46,-36,41,10
-111,50,-32,46,22
-107,55,-27,43,27
-97,61,-23,35,24
-86,65,-23,27,17
-83,65,-26,21,11
-90,63,-31,19,8
-106,58,-34,22,11
-125,57,-34,27,17
-136,59,-31,34,22
-133,64,-28,39,22
-115,70,-26,43,18
-89,71,-27,44,11
-67,67,-28,41,6
-59,59,-28,36,6
-64,50,-27,30,9
-76,45,-24,27,12
-83,44,-21,26,14
-79,45,-20,27,13
-70,46,-20,29,10
-69,44,-20,31,11
-84,43,-20,32,17
-114,43,-19,33,27
-144,46,-18,33,38
-158,53,-20,30,45
-148,59,-25,25,43
-119,62,-30,17,32
-89,61,-33,8,17
-72,56,-33,0,4
-72,49,-31,-3,-3
-80,43,-30,-2,-3
-83,37,-32,2,1
-75,33,-38,7,4
-63,30,-47,10,0
-61,27,-55,10,-10
-80,25,-59,6,-24
-116,24,-56,2,-34
-157,25,-46,-1,-36
-185,28,-34,-1,-27
-191,35,-20,5,-9
-175,46,-8,15,13
-147,60,1,28,34
-120,76,9,41,50
-101,90,16,50,59
-93,101,22,50,58
-98,107,27,43,50
-112,108,28,27,35
-132,101,24,7,16
-151,87,15,-13,-4
-165,67,3,-31,-21
-171,45,-9,-43,-33
-171,26,-16,-47,-38
-166,15,-17,-44,-40
-162,13,-15,-37,-43
-157,18,-13,-29,-48
-147,22,-17,-26,-54
-128,22,-27,-27,-60
-101,16,-39,-31,-62
-71,8,-49,-34,-59
-49,2,-50,-32,-53
-42,3,-42,-25,-45
-49,9,-29,-14,-40
-64,16,-16,-6,-36
-75,20,-10,-5,-34
-79,18,-13,-14,-32
-77,11,-21,-30,-30
-73,4,-29,-48,-28
-75,-3,-35,-62,-27
-85,-6,-36,-65,-26
-97,-6,-35,-57,-25
-105,-2,-36,-41,-24
-103,5,-40,-23,-24
-89,13,-49,-8,-28
-69,20,-60,0,-37
-49,25,-69,1,-49
-35,25,-76,-1,-59
-33,20,-78,-3,-63
-43,14,-77,-1,-61
-62,8,-74,1,-53
-86,6,-69,1,-46
-110,6,-63,-5,-42
-130,6,-56,-16,-44
-139,5,-49,-30,-48
-135,2,-42,-42,-52
-120,0,-38,-48,-50
-98,1,-37,-48,-44
-77,6,-38,-48,-38
-66,12,-41,-50,-33
-67,18,-42,-58,-33
-79,21,-40,-68,-36
-92,21,-37,-75,-38
-98,21,-34,-74,-38
-94,21,-32,-65,-33
-81,25,-32,-50,-27
-67,32,-32,-37,-22
-58,38,-30,-31,-21
-58,43,-25,-33,-25
-64,44,-15,-42,-32
-74,42,-5,-53,-40
-87,39,2,-63,-48
-99,34,3,-69,-55
-109,28,-4,-73,-60
-113,23,-17,-74,-62
-107,17,-32,-73,-62
-92,13,-46,-69,-58
-69,12,-56,-62,-52
-46,12,-61,-51,-45
-27,13,-62,-41,-42
-15,12,-61,-33,-43
-8,10,-57,-29,-47
-5,7,-53,-29,-51
-8,5,-46,-30,-52
-19,6,-37,-30,-47
-38,10,-26,-29,-39
-61,14,-16,-27,-31
-78,17,-10,-25,-26
-80,17,-9,-23,-26
-65,17,-14,-20,-31
-44,17,-21,-15,-37
-29,20,-27,-8,-40
-31,25,-30,0,-40
-51,30,-30,6,-36
-79,32,-27,8,-30
-100,33,-22,7,-24
-104,34,-17,1,-20
-90,36,-11,-5,-17
-67,40,-4,-12,-17
-46,44,1,-16,-19
-34,45,4,-16,-23
-32,43,4,-10,-30
-38,40,2,0,-36
-46,40,0,13,-41
-49,45,0,27,-43
-45,55,2,38,-42
-33,69,5,48,-38
-19,84,10,57,-32
-5,98,16,70,-24
3,113,25,88,-13
4,133,39,111,4
0,158,57,137,26
-4,187,77,161,54
-5,215,98,181,84
-3,238,118,197,112
-1,250,135,208,136
-1,251,151,217,153
-5,241,166,224,167
-10,224,179,227,178
-12,203,185,227,190
-10,177,183,224,204
-4,147,173,218,219
1,112,157,214,234
1,70,140,212,251
-4,24,128,212,269
-14,-26,122,211,290
-23,-77,118,208,314
-29,-124,115,200,338
-30,-166,107,188,362
-28,-203,95,173,382
-26,-238,80,157,398
-27,-277,61,141,407
-28,-321,39,121,409
-30,-373,13,97,400
-31,-428,-18,66,382
-32,-482,-54,32,355
-33,-528,-90,-2,324
-37,-562,-122,-30,295
-44,-583,-145,-48,275
-52,-593,-157,-56,267
-59,-596,-159,-55,269
-62,-597,-156,-50,275
-62,-596,-152,-44,278
-61,-592,-152,-41,270
-60,-582,-155,-43,249
-60,-564,-162,-51,215
-60,-538,-170,-65,170
-56,-503,-178,-84,119
-46,-463,-186,-109,64
-33,-420,-195,-137,6
-23,-373,-205,-167,-54
-23,-326,-215,-198,-112
-39,-279,-223,-227,-166
-66,-233,-227,-250,-211
-97,-192,-226,-265,-245
-117,-158,-220,-271,-266
-118,-130,-210,-269,-275
-98,-108,-198,-262,-277
-67,-92,-186,-252,-274
-39,-79,-172,-242,-271
-25,-67,-158,-232,-268
-30,-55,-144,-225,-267
-46,-43,-131,-221,-268
-62,-33,-121,-221,-271
-69,-26,-118,-226,-276
-67,-23,-120,-234,-280
-62,-23,-127,-242,-283
-62,-25,-133,-245,-284
-67,-27,-134,-243,-282
-74,-27,-126,-235,-278
-74,-27,-111,-222,-270
-63,-26,-91,-207,-259
-47,-24,-72,-190,-244
-35,-21,-59,-170,-226
-36,-15,-51,-146,-208
-51,-6,-47,-122,-191
-69,6,-42,-100,-176
-79,17,-32,-84,-163
-75,25,-17,-75,-149
-61,29,2,-72,-132
-48,29,19,-70,-112
-48,28,33,-65,-91
-66,29,41,-58,-72
-95,32,43,-52,-61
-125,34,42,-48,-58
-146,33,39,-50,-60
-156,29,36,-54,-64
-155,22,33,-58,-66
-149,16,30,-58,-64
-140,14,27,-54,-60
-128,16,22,-48,-57
-113,19,17,-46,-55
-97,22,13,-49,-55
-86,22,12,-55,-54
-86,18,13,-62,-50
-96,14,18,-67,-44
-115,10,24,-68,-38
-133,7,30,-67,-34
-143,3,35,-66,-35
-143,0,40,-65,-37
-134,-4,45,-64,-38
-121,-6,53,-60,-34
-110,-4,63,-53,-25
-101,1,75,-41,-13
-93,9,87,-30,-4
-84,17,97,-20,-1
-76,22,103,-15,-3
-72,21,104,-14,-9
-80,15,103,-13,-15
-99,8,101,-9,-17
-125,3,99,-3,-15
-148,4,99,5,-12
-158,11,98,11,-10
-154,21,98,13,-12
-139,28,96,12,-15
-123,28,92,8,-19
-113,21,88,4,-21
-110,9,85,3,-20
-110,-3,83,4,-16
-105,-11,84,6,-10
-96,-11,87,9,-3
-88,-2,93,13,5
-86,11,101,17,12
-93,25,111,23,20
-106,38,121,31,28
-117,47,133,37,38
-119,55,144,41,50
-109,61,154,42,63
-94,67,160,42,73
-82,72,162,40,77
-80,74,157,39,74
-89,72,146,36,65
-103,64,130,32,54
-112,53,116,25,44
-110,42,108,17,37
-95,36,109,11,33
-74,34,118,7,28
-55,34,131,6,23
-49,34,139,5,18
-61,31,139,4,16
-87,24,130,0,19
-118,17,118,-4,27
-142,11,107,-7,35
-150,9,103,-6,41
-140,10,103,-3,42
-116,10,106,1,39
-87,8,109,4,37
-61,4,109,5,36
-45,0,108,6,36
-42,-4,108,7,36
-55,-6,108,7,34
-83,-9,107,6,29
-120,-16,102,3,24
-154,-26,94,-4,19
-171,-38,87,-14,15
-163,-49,84,-23,11
-134,-54,87,-30,7
-100,-54,95,-34,4
-79,-49,105,-32,5
-80,-42,113,-25,14
-94,-34,121,-10,29
-102,-23,131,9,50
-86,-10,143,30,72
-40,5,158,47,90
26,20,173,59,105
93,33,185,67,123
150,44,194,80,150
198,58,207,104,191
251,77,230,140,246
324,105,266,184,307
418,138,309,222,361
523,169,347,243,397
617,187,369,242,410
680,188,367,225,399
704,175,343,200,373
691,154,308,179,340
648,134,274,162,304
586,118,245,147,265
506,104,220,124,220
407,87,192,89,167
287,62,156,47,109
145,30,112,5,52
-13,-3,67,-26,4
-175,-29,31,-41,-30
-323,-46,8,-42,-51
-438,-55,-1,-37,-63
-510,-62,-2,-34,-72
-539,-70,-1,-37,-78
-537,-80,-1,-43,-79
-520,-91,0,-48,-72
-501,-95,5,-47,-54
-487,-90,17,-38,-28
-474,-77,35,-22,0
-454,-60,53,-3,25
-420,-45,66,15,42
-370,-36,71,28,55
-307,-33,68,36,65
-240,-34,60,40,74
-178,-37,53,40,83
-129,-41,48,37,88
-98,-45,44,34,90
-86,-51,43,33,87
-87,-57,45,36,86
-94,-60,52,42,88
-97,-58,64,51,94
-93,-52,78,58,102
-84,-45,88,61,108
-76,-41,90,59,111
-75,-42,83,54,112
-83,-49,71,49,114
-97,-57,62,46,121
-110,-63,60,46,129
-116,-66,65,47,136
-110,-68,74,46,137
-96,-71,79,42,132
-77,-78,77,37,125
-61,-86,69,35,120
-55,-93,59,39,124
-61,-94,53,47,135
-79,-87,51,59,148
-102,-76,53,69,157
-120,-62,53,76,156
-125,-52,49,77,146
-111,-47,41,73,133
-85,-49,34,64,122
-56,-55,31,52,118
-34,-63,32,38,119
-26,-71,35,27,124
-32,-77,36,21,128
-45,-83,34,21,131
-59,-89,28,26,131
-68,-95,23,34,130
-70,-102,22,42,131
-65,-107,27,49,135
-57,-108,36,53,142
-49,-106,45,58,150
-41,-102,51,64,156
-35,-98,51,71,159
-30,-97,46,76,157
-26,-100,40,77,153
-21,-106,34,74,149
-18,-114,31,68,148
-19,-121,30,61,151
-25,-127,29,56,155
-34,-135,25,52,156
-40,-146,17,48,150
-38,-160,6,42,139
-29,-177,-4,35,126
-18,-191,-11,28,119
-12,-199,-10,23,122
-19,-196,-2,19,132
-35,-185,10,17,145
-53,-171,21,16,153
-63,-160,28,15,153
-63,-158,27,14,145
-56,-166,20,13,135
-52,-180,10,15,129
-55,-196,2,19,128
-62,-206,-3,25,131
-64,-210,-5,33,133
-52,-209,-8,41,131
-27,-207,-15,46,126
-2,-209,-28,47,120
10,-217,-45,43,116
1,-229,-60,36,116
-21,-240,-69,30,118
-37,-248,-67,27,120
-31,-249,-56,29,123
0,-243,-42,36,127
41,-235,-29,45,133
70,-226,-23,53,144
69,-218,-22,59,160
38,-213,-27,62,176
-5,-210,-32,62,187
-36,-208,-36,61,189
-42,-206,-38,58,180
-24,-204,-37,53,167
-1,-202,-33,49,155
10,-198,-25,47,151
2,-193,-15,48,157
-16,-185,-6,52,167
-30,-177,1,54,176
-26,-172,3,54,176
-7,-170,-1,50,167
16,-172,-7,44,152
28,-177,-12,38,138
23,-182,-14,32,129
5,-186,-13,27,126
-14,-189,-12,20,125
-24,-191,-14,13,123
-21,-192,-19,8,118
-10,-189,-24,7,111
1,-182,-26,11,106
8,-169,-24,19,105
7,-153,-18,27,109
0,-136,-12,32,115
-12,-125,-9,34,121
-27,-118,-8,36,128
-44,-115,-7,42,133
-55,-111,-2,54,139
-53,-102,6,71,142
-34,-87,14,85,141
-1,-69,19,93,135
36,-55,17,92,126
60,-48,11,82,116
63,-49,7,70,108
45,-55,8,62,103
21,-59,18,61,102
5,-58,31,67,100
7,-51,42,75,96
26,-43,47,81,91
51,-37,44,82,86
69,-36,39,78,85
69,-37,37,72,88
52,-37,42,68,92
22,-30,52,67,94
-11,-16,61,68,91
-35,0,63,68,83
-45,13,57,65,72
-37,18,43,58,61
-13,14,28,51,52
17,5,19,47,46
43,-1,19,49,41
56,-1,29,56,37
55,9,44,67,33
43,27,60,77,31
28,48,74,86,34
16,68,83,94,42
9,85,89,101,55
3,99,95,107,68
-2,111,99,112,78
-5,119,100,112,80
-3,122,96,105,73
8,117,84,91,58
24,105,66,71,40
41,90,46,49,22
50,76,30,30,8
53,68,24,18,-1
55,67,29,13,-5
63,71,41,11,-7
78,75,55,10,-10
92,76,65,6,-16
93,73,72,0,-21
76,67,77,-4,-25
45,64,85,-5,-25
17,65,99,0,-20
8,71,118,8,-13
22,78,135,14,-8
49,84,147,14,-7
69,85,149,8,-11
70,81,144,-4,-19
51,76,137,-15,-26
28,71,132,-21,-29
20,70,134,-19,-27
35,73,138,-11,-22
67,76,141,1,-18
93,79,138,13,-16
96,78,125,22,-18
72,74,106,25,-22
37,67,86,24,-25
12,61,74,19,-25
14,59,71,14,-22
42,62,77,9,-17
80,69,86,5,-12
108,76,94,3,-8
115,79,97,1,-6
104,78,94,-1,-6
88,72,90,-3,-8
79,64,87,-5,-12
81,56,86,-8,-18
92,51,88,-9,-24
101,50,89,-8,-29
101,50,86,-5,-32
92,51,79,1,-31
78,50,70,7,-29
65,46,64,10,-28
54,40,64,8,-30
44,36,68,3,-33
30,37,72,-4,-36
10,42,72,-10,-36
-12,50,65,-14,-32
-27,57,53,-15,-27
-25,59,42,-15,-24
-4,57,38,-17,-25
26,53,43,-21,-30
46,50,53,-28,-38
40,51,65,-34,-45
7,54,70,-38,-49
-38,55,69,-37,-48
-70,55,63,-31,-43
-68,54,59,-20,-36
-28,57,61,-5,-29
30,66,70,10,-24
78,79,82,21,-21
94,91,92,25,-22
79,96,95,20,-25
49,89,88,9,-30
27,75,73,-6,-36
27,61,53,-19,-41
46,52,35,-27,-43
70,51,21,-28,-41
83,58,15,-26,-36
81,68,18,-20,-28
70,79,30,-13,-17
60,89,48,-5,-7
56,99,67,2,2
58,109,83,8,8
61,118,93,12,10
61,124,95,13,8
59,127,92,12,4
55,125,88,11,0
49,121,86,12,-2
39,116,86,13,-4
29,110,89,13,-5
25,106,92,13,-7
34,103,94,12,-11
60,104,94,12,-13
100,107,94,15,-14
137,111,94,20,-11
155,113,93,23,-8
146,109,90,21,-7
116,101,85,15,-9
83,91,79,7,-16
68,84,75,4,-24
81,84,73,8,-30
115,92,77,19,-32
149,104,84,32,-28
164,116,92,39,-20
150,125,99,38,-12
116,131,102,30,-4
83,136,101,21,1
72,140,98,16,3
92,144,92,16,4
134,146,86,19,4
178,142,79,21,5
202,131,73,19,5
198,115,68,14,4
171,98,64,9,1
139,82,62,7,-5
122,71,60,6,-15
129,63,56,6,-27
154,58,49,3,-39
181,53,39,-5,-46
196,50,29,-16,-49
189,49,20,-26,-47
166,52,16,-34,-44
141,58,17,-37,-43
128,65,22,-38,-44
133,70,28,-36,-48
152,73,31,-34,-51
174,73,32,-32,-51
188,74,30,-29,-47
192,77,29,-27,-39
190,82,28,-25,-30
191,87,27,-24,-25
198,87,25,-25,-26
208,81,20,-28,-32
216,72,13,-30,-43
215,62,6,-33,-53
205,56,3,-35,-60
193,56,6,-37,-64
186,62,13,-39,-67
191,69,20,-45,-72
204,73,24,-53,-79
216,73,20,-64,-85
221,68,12,-75,-89
220,61,3,-83,-87
221,54,-3,-83,-80
232,51,-4,-76,-69
255,51,0,-63,-59
281,55,4,-48,-51
295,59,7,-39,-45
285,63,9,-36,-41
254,66,10,-39,-37
218,68,14,-46,-32
199,70,22,-51,-28
210,74,31,-52,-24
248,78,40,-49,-23
295,81,45,-43,-24
329,81,45,-37,-23
333,79,37,-31,-21
310,73,25,-25,-17
274,66,11,-19,-11
243,59,0,-14,-6
230,55,-7,-10,-1
235,55,-6,-6,2
251,60,2,-4,2
268,67,12,-3,0
281,74,22,-5,-4
292,78,27,-9,-11
306,77,28,-17,-18
324,70,26,-25,-24
344,63,25,-30,-25
359,58,28,-29,-21
366,61,34,-20,-13
364,69,43,-8,-5
359,79,51,3,-2
356,84,55,8,-4
361,82,54,5,-12
371,72,46,-4,-22
377,60,34,-13,-28
373,50,21,-17,-26
355,47,13,-14,-17
333,52,13,-6,-4
317,63,24,3,5
320,76,42,10,5
342,86,61,10,-5
373,92,73,7,-20
397,93,75,2,-36
400,90,69,-2,-47
379,84,58,-3,-50
344,78,50,-3,-49
310,72,45,-3,-47
291,68,43,-7,-46
292,66,40,-14,-49
308,66,37,-24,-52
331,66,33,-32,-54
350,66,32,-36,-54
358,63,32,-36,-55
354,59,29,-34,-57
339,52,21,-33,-63
316,45,6,-37,-70
293,39,-14,-44,-76
277,38,-31,-52,-76
273,44,-38,-56,-69
282,57,-33,-52,-57
298,75,-17,-40,-42
312,94,2,-25,-27
315,108,19,-9,-15
305,118,29,2,-7
287,123,35,9,-3
270,128,37,15,-3
259,134,38,21,-6
257,139,36,27,-12
258,139,28,30,-20
258,130,14,28,-29
258,112,-6,18,-37
259,89,-26,5,-44
268,69,-39,-7,-49
283,56,-41,-15,-52
298,53,-33,-19,-55
306,56,-18,-21,-59
303,58,-5,-25,-64
292,57,0,-35,-70
284,50,-3,-47,-73
288,43,-14,-60,-71
305,39,-27,-69,-66
324,41,-36,-72,-60
330,47,-38,-70,-55
314,55,-34,-66,-54
277,60,-25,-62,-56
234,61,-16,-59,-59
203,57,-9,-56,-61
199,52,-6,-53,-60
222,47,-6,-49,-57
262,46,-8,-42,-53
302,48,-9,-36,-50
330,52,-11,-32,-49
343,56,-14,-32,-52
342,56,-21,-38,-57
335,52,-30,-47,-65
323,44,-41,-55,-74
309,35,-50,-59,-83
293,27,-56,-58,-88
281,22,-57,-53,-91
278,20,-54,-48,-90
290,22,-48,-46,-88
315,24,-41,-47,-86
344,28,-34,-50,-85
367,31,-26,-52,-84
375,34,-17,-51,-83
369,36,-7,-48,-79
357,39,3,-44,-73
352,42,12,-42,-66
358,47,17,-41,-60
372,53,16,-42,-55
383,57,12,-42,-53
382,58,4,-43,-52
367,55,-4,-46,-52
347,50,-10,-51,-53
334,46,-12,-58,-54
336,46,-10,-65,-56
348,50,-7,-70,-60
359,54,-3,-71,-65
357,55,-2,-68,-68
339,50,-6,-63,-68
312,40,-12,-58,-62
289,31,-20,-54,-52
282,28,-26,-51,-40
294,34,-27,-47,-29
319,45,-22,-41,-20
343,57,-14,-34,-14
358,65,-6,-28,-10
361,66,0,-25,-8
357,62,1,-27,-6
352,56,-3,-33,-4
351,51,-7,-42,-4
352,49,-9,-48,-5
354,49,-6,-48,-6
358,50,2,-41,-6
363,52,12,-28,-6
373,55,21,-15,-5
383,60,25,-6,-6
386,64,23,-5,-8
375,66,14,-9,-10
347,65,5,-15,-11
311,61,-2,-16,-8
284,56,0,-12,-1
278,53,10,-3,7
298,54,24,5,15
334,56,35,9,17
368,59,35,6,12
386,58,23,-1,4
381,54,4,-9,-4
363,48,-16,-13,-9
345,42,-30,-9,-8
339,36,-36,-1,-4
347,32,-35,6,-1
359,29,-32,10,-2
364,24,-30,7,-6
353,21,-28,2,-10
329,21,-24,-3,-13
300,25,-17,-1,-11
281,33,-10,6,-6
280,43,-6,15,1
302,50,-6,22,8
341,53,-11,24,15
387,51,-18,19,23
432,47,-23,11,32
471,43,-25,3,40
503,40,-22,-2,47
532,39,-17,1,57
566,42,-7,13,75
612,50,12,34,108
677,69,41,65,156
765,97,80,100,214
873,135,122,134,268
990,172,155,159,306
1097,201,170,169,320
1173,213,164,164,310
1203,207,143,149,287
1184,188,114,130,259
1125,164,87,110,232
1043,143,64,92,203
950,128,43,71,167
851,114,17,43,116
742,95,-20,6,50
619,67,-66,-38,-24
482,31,-117,-81,-95
339,-9,-163,-117,-152
205,-45,-195,-139,-189
93,-68,-208,-148,-205
11,-78,-205,-147,-203
-41,-75,-192,-142,-190
-64,-65,-174,-136,-173
-63,-55,-155,-130,-156
-40,-46,-138,-121,-140
0,-38,-119,-108,-126
53,-31,-98,-92,-111
112,-23,-78,-77,-96
171,-15,-60,-65,-79
225,-7,-49,-60,-64
272,0,-45,-59,-51
312,6,-47,-58,-40
344,12,-48,-54,-31
371,19,-46,-45,-23
395,26,-41,-36,-15
417,33,-35,-29,-7
437,38,-34,-26,-3
456,40,-38,-26,-2
473,40,-48,-27,-7
487,40,-60,-26,-15
497,40,-69,-27,-26
502,41,-75,-30,-35
498,40,-76,-37,-39
485,39,-75,-45,-36
468,38,-72,-50,-27
452,38,-66,-49,-14
445,42,-60,-40,-4
450,48,-53,-30,0
461,55,-48,-24,-5
468,58,-49,-26,-17
461,58,-57,-35,-31
443,53,-70,-46,-41
423,46,-84,-52,-45
418,40,-97,-50,-42
432,35,-107,-39,-36
460,33,-112,-24,-32
483,33,-117,-10,-31
488,34,-120,-2,-32
471,37,-123,1,-34
444,42,-122,-3,-34
426,46,-119,-9,-31
429,48,-113,-15,-24
454,46,-110,-21,-17
485,42,-112,-24,-11
508,36,-119,-26,-8
513,32,-128,-28,-9
503,30,-135,-31,-13
491,32,-134,-36,-20
488,34,-126,-42,-28
496,35,-115,-47,-33
511,32,-108,-49,-34
520,29,-108,-48,-29
517,26,-116,-45,-20
502,25,-127,-41,-10
488,26,-134,-38,-3
487,28,-134,-38,1
508,27,-127,-37,0
545,24,-118,-38,-3
583,20,-111,-37,-8
603,17,-108,-37,-13
592,17,-108,-38,-18
553,20,-110,-38,-23
502,24,-109,-38,-27
458,28,-106,-36,-27
438,30,-100,-32,-24
444,33,-94,-26,-19
471,36,-88,-22,-15
503,42,-83,-21,-12
531,49,-80,-24,-13
549,54,-78,-28,-15
557,58,-77,-32,-15
561,60,-78,-31,-11
563,64,-78,-27,-1
567,70,-77,-19,12
572,80,-73,-13,25
577,91,-67,-11,33
581,98,-62,-15,36
582,100,-61,-23,34
579,97,-65,-30,30
570,93,-72,-33,26
558,90,-80,-30,24
545,92,-85,-21,24
533,98,-85,-11,24
525,105,-81,-2,25
521,113,-75,8,28
519,122,-68,20,35
521,133,-58,38,49
524,150,-45,61,71
529,171,-26,87,99
533,191,-2,113,129
534,204,22,135,157
530,206,41,155,178
519,198,51,172,194
503,182,50,188,206
484,161,41,200,219
466,137,28,207,236
452,109,18,207,260
444,75,13,204,290
442,34,14,200,321
447,-12,18,198,351
458,-61,22,199,376
475,-112,19,200,394
494,-165,7,196,407
510,-222,-16,184,416
519,-283,-45,168,425
519,-344,-76,150,434
512,-401,-103,135,442
500,-448,-122,120,447
489,-487,-135,104,444
481,-521,-144,81,433
476,-555,-154,52,414
474,-591,-169,18,390
475,-629,-188,-13,368
478,-661,-207,-34,349
483,-680,-223,-42,337
490,-683,-230,-37,333
495,-671,-227,-21,335
494,-648,-216,-2,339
486,-620,-202,14,340
474,-590,-189,21,332
465,-559,-180,17,309
465,-524,-177,2,269
478,-483,-179,-18,216
502,-435,-184,-38,156
529,-381,-187,-53,97
551,-324,-187,-62,44
563,-268,-184,-68,0
566,-216,-178,-73,-37
564,-171,-174,-83,-69
567,-134,-170,-98,-95
581,-107,-168,-115,-114
604,-89,-164,-129,-125
631,-76,-157,-137,-127
651,-64,-146,-140,-124
657,-52,-133,-139,-123
647,-37,-123,-140,-127
628,-23,-120,-145,-138
607,-10,-127,-154,-155
593,-3,-142,-167,-171
588,-1,-160,-177,-185
590,-4,-175,-182,-195
595,-8,-187,-179,-202
600,-12,-194,-171,-207
604,-14,-199,-161,-213
611,-14,-201,-154,-218
621,-13,-199,-153,-221
637,-12,-192,-155,-219
653,-12,-180,-159,-210
664,-12,-165,-159,-197
664,-13,-154,-153,-182
650,-13,-149,-143,-168
623,-12,-152,-130,-155
593,-9,-156,-116,-142
571,-4,-155,-102,-129
565,4,-146,-88,-114
577,11,-129,-73,-98
600,15,-112,-58,-82
624,15,-100,-45,-70
639,10,-99,-36,-60
645,4,-104,-30,-53
646,1,-109,-26,-45
649,6,-108,-23,-35
654,19,-96,-18,-22
656,37,-77,-13,-7
644,54,-56,-9,8
614,66,-38,-5,19
575,72,-26,0,25
542,72,-19,6,27
532,72,-14,14,24
555,73,-8,22,21
601,74,-3,27,17
649,71,-1,25,17
679,63,-5,18,18
680,51,-14,7,19
655,38,-27,-3,18
622,29,-40,-8,14
600,26,-48,-9,5
599,26,-51,-7,-5
615,24,-48,-7,-15
637,17,-43,-11,-22
650,4,-39,-17,-25
